index,original_text,text,category,quarter,ground_truth
6832,"I can't imagine how #HongKong be like in the future.This is so horrible! However,I don't know how to help #HongKongers.All I can do is helping #HongKongers to spread informations about #HongKong.#CCPChina is EVIL!!!#China #AntiChinazi #China_is_terrorist #CCP_is_terrorist #HKHRDA",i cant imagine how hongkong be like in the futurethis is so horrible howeveri dont know how to help hongkongersall i can do is helping hongkongers to spread informations about hongkongccpchina is evil,asian,Q2_2020,1
6843,Whole world is facing crises bcoz of wuhan virus and fucking country China and pakistan and we lost our livelihood #ChineseVirus #WuhanCoronaVirus #bycott_chinies_products @AmitShah @narendramodi @PMOIndia,whole world is facing crises bcoz of wuhan virus and fucking country china and pakistan and we lost our livelihood,asian,Q2_2020,1
6845,"""I don't like the metric system"" #okboomer",i dont like the metric system,ageism,Q2_2020,0
6852,"India: Calling #TablighiJamaat super spreader is non-secular Journos hell-bent to see more people dying for #COVID using fake #HopkinsReport China: Islam is a mental illness,change Quran &amp; make Imam dance on Taquila Shot One who reports root of #ChineseVirus goes Undergroud",india calling tablighijamaat super spreader is nonsecular journos hellbent to see more people dying for covid using fake hopkinsreport china islam is a mental illnesschange quran  make imam dance on taquila shot one who reports root of chinesevirus goes undergroud,asian,Q2_2020,1
6876,"just said ""ok zoom boomer"" to my colleague live. oops. it just came out. #okzoomboomer #okboomer #zoomboomer",just said ok zoom boomer to my colleague live oops it just came out,ageism,Q2_2020,0
6879,Don't trust china CHINA IS A A S S H O L E MF CHINA #CCPVirus #BoycottChineseProduct #ChineseVirus #wuhanvirus #ChinaMF,dont trust china china is a a s s h o l e mf china,asian,Q2_2020,1
6883,China foolishly threatening practically every nation : loosing its standing in the comity of nations . Post #ChineseVirus,china foolishly threatening practically every nation  loosing its standing in the comity of nations  post,asian,Q2_2020,0
6916,It is what it is . . . #ChinaVirus #WuhanCoronaVirus #kungflu,it is what it is,asian,Q2_2020,0
6936,"Get as much sunlight as you can! Absorb that sunlight! Get your Vitamin D levels right up! Boost your immune system. Fight off any virus, including The Wuhan Virus #WuhanVirus #ChineseVirus #ImmuneSystem",get as much sunlight as you can absorb that sunlight get your vitamin d levels right up boost your immune system fight off any virus including the wuhan virus,asian,Q2_2020,0
6937,World War 3 winner,world war 3 winner,asian,Q2_2020,0
6951,Ridiculous! This is #CCPChina's democracy and #RuleofLaw! #HongKong #CCP #HKPoliceState #HKgov #Chinazi #CCP_is_terrorist #CCPLiedPeopleDied #China,ridiculous this is ccpchinas democracy and ruleoflaw,asian,Q2_2020,0
6955,"A forged economy, a slavery labor factory of the globalists, a hell for the Chinese people, a #CCPVirus origin, cancer to the world... @Jkylebass",a forged economy a slavery labor factory of the globalists a hell for the chinese people a ccpvirus origin cancer to the world,asian,Q2_2020,1
6965,while china tries to establish the #NationalAnthemLaw in hong kong FUCK OFF NO ONE RECOGNISE UR SONG AS OUR NATIONAL ANTHEM stream this on spotify,while china tries to establish the nationalanthemlaw in hong kong fuck off no one recognise ur song as our national anthem stream this on spotify,asian,Q2_2020,1
6966,Phoenix Media is a media! This woman is not HKER! She is Chinese! #CCP_is_terrorist #CCPLiedPeopleDied #chinazi #ChinaLiedPeopleDied #china,phoenix media is a media this woman is not hker she is chinese,asian,Q2_2020,0
6975,"0 creativity at all. We made reference from epic design but never copy, that s an insult to themselves. #China #BoycottChina #BoycottChineseProducts",0 creativity at all we made reference from epic design but never copy that s an insult to themselves,asian,Q2_2020,0
6985,"Former #CCP member, now dissident, claims #CCP bribes Vatican with $2B/yr for silence on #CCP persecution. @Pontifex needs to come clean. The #CCP spends it's money to bribe governments, steal technology, and silence it's own people. #CCPLiedPeopleDied",former ccp member now dissident claims ccp bribes vatican with 2byr for silence on ccp persecution needs to come clean the ccp spends its money to bribe governments steal technology and silence its own people,asian,Q2_2020,0
6989,Every American Needs To See Trump's 'Nancy Antoinette' Pelosi Ad - She Couldn't Care Less About Us #NancyAntoinette #ChinatownPelosi #ChinaLiedPeopleDied #ChinaVirus #KAG #KAG2020TRUMPVICTORY #KAG2020LandslideVictory,every american needs to see trumps nancy antoinette pelosi ad  she couldnt care less about us,asian,Q2_2020,0
6994,"Depending on how one views #China, they have either chosen the worst time to have a border crisis with #India or the best, given the fact that #Beijing is experiencing a ""second wave"" of #CCPVirus",depending on how one views china they have either chosen the worst time to have a border crisis with india or the best given the fact that beijing is experiencing a second wave of,asian,Q2_2020,0
7001,Poor Pakistanis they are being beaten by #China and #ChineseVirus.,poor pakistanis they are being beaten by china and chinesevirus,asian,Q2_2020,1
7003,"Another Chinese infiltration, this time in Makati?! #CCPVirus",another chinese infiltration this time in makati,asian,Q2_2020,0
7005,The Father of Phoenixism #HKNationalSecurityLaw #SanctionCCP #BoycottChina #FightForFreedomStandWithHongKong,the father of phoenixism,asian,Q2_2020,0
7009,***AMERICANS WILL BE THE NEXT VICTIM*** STOP #G7 FUNDING #CCPChina's #WHO #BoycottChina NOW! #STOP5G STOP BUYING #Chinese BRANDS NOW YOU'RE FUNDING A MURDERER OF MILLIONS #LiberateHK TREASURE WESTERNS VALUES - LIBERTY!!! Implement #HongKongHumanRightsandDemocracyAct NOW,americans will be the next victim stop g7 funding ccpchinas now stop5g stop buying chinese brands now youre funding a murderer of millions liberatehk treasure westerns values  liberty implement hongkonghumanrightsanddemocracyact now,asian,Q2_2020,1
7020,"Do remember, the 21st-century totalitarian aggression is not restricted to military #INVASION, but possibly destroy your economy as #COVID 19 before they start. #Xitler has completed to transform #CCP from communism to #RedFascism. This is #ChiNazi, not eastern Jewish anymore.",do remember the 21stcentury totalitarian aggression is not restricted to military invasion but possibly destroy your economy as covid 19 before they start xitler has completed to transform ccp from communism to redfascism this is chinazi not eastern jewish anymore,asian,Q2_2020,1
7021,Perfect plan to counter China Army with Bullets &amp; Citizens with wallet The War Is On #China #BoycottMadeInChina #BoycottChineseApps #ChinaVirus #WuhanVirus #CoronaVirus #ChineseVirus #Covid19 #BoycottChina #BoycottChinaProducts #Chinazi #ChinaMustBeTamed #ChinaLiedAndPeopleDied,perfect plan to counter china army with bullets  citizens with wallet the war is on,asian,Q2_2020,0
7023,There s not a single french fry to be found. America s highly specialized and inflexible retail and foodservice #SupplyChains are contributing to #FoodShortages and #FoodWaste in the wake of demand disruptions from the #CCPVirus #Pandemic.,there s not a single french fry to be found america s highly specialized and inflexible retail and foodservice supplychains are contributing to foodshortages and foodwaste in the wake of demand disruptions from the ccpvirus pandemic,asian,Q2_2020,0
7026,The @fkeverycountry account should launch a Fuck China daily edition. Billions of people have had enough of the #CCPVirus,the account should launch a fuck china daily edition billions of people have had enough of the,asian,Q2_2020,1
7032,One of the many truth hovering behind 21st century iron curtain. #CCP_is_terrorist,one of the many truth hovering behind 21st century iron curtain,asian,Q2_2020,0
7033,All countries should boycott China together. #BoycottChina,all countries should boycott china together,asian,Q2_2020,0
7037,Rubio: China's threat to U.S. national security is not a game,rubio chinas threat to us national security is not a game,asian,Q2_2020,0
7043,#CoronavirusOutbreakindia #CoronavirusPandemic #BioWeapon #BioWar #ChinaLiedPeopleDied #WW3 #WorldWarThree #DrAniruddhaJoshi This books is #masterpiece released way back in 2006.. @AbeShinzo @HHShkMohd @govsingapore @POTUS @10DowningStreet @adgpi @PMOIndia @IASassociation,this books is masterpiece released way back in 2006,asian,Q2_2020,0
7046,"Done, And Hope Everyone will Follow this. Please boycott China. #BoycottChina #BoycottChineseProducts @sksharma1771 @Swamy39",done and hope everyone will follow this please boycott china,asian,Q2_2020,0
7047,China sir china only responsible...they have to pay.... #ChinaLiedPeopleDied,china sir china only responsiblethey have to pay,asian,Q2_2020,0
7050,"Upon our gragra here, Os n State has not had more than 300 tests since its first #ChinaVirus case. Just 300 tests since the first #COVID-19 case yet we continue to fold our arms and call for lifting of lockdowns. The Virus is already in the communities.",upon our gragra here os n state has not had more than 300 tests since its first chinavirus case just 300 tests since the first covid19 case yet we continue to fold our arms and call for lifting of lockdowns the virus is already in the communities,asian,Q2_2020,0
